:ID,:LABEL,statement_id,full_name,first_name,last_name,age,date_of_birth,gender,occupation,employer,phone,alt_phone,email,residential_address,city,state,zip_code,statement_date,statement_id_ref,claim_id,incident_state,distance_from_scene_ft,relationship_to_claimant,deposition_ready,willing_to_testify,reliability_score,reliability_note,prior_testimony_count,prior_testimony_flag,criminal_record_flag,statement_recorded,statement_notarized,cross_claim_appearance_count,contacted_by_attorney,credibility_flag,same_name_claims_count,professional_witness_flag,same_phone_claims_count,same_address_claims_count,compensation_received_flag,coached_statement_flag
WS-427199-W1,Witness,WS-427199-W1,Michelle Turner,Michelle,Turner,34,10/17/1981,Female,Nearby Shop Owner,Private Company,(775) 311-8341,,michelle.turner@gmail.com,"7978 Pine St, New York, NY",New York,NY,35889,1/14/2015,WS-427199-W1,CLM-427199,NY,303,Stranger/Bystander,No,Yes,41,Corroborated by dashcam,2,No,No,Video,No,1,No,LOW,2,No,1,1,No,No
WS-427199-W2,Witness,WS-427199-W2,Jennifer King,Jennifer,King,61,6/10/1954,Female,School Bus Driver,County Government,(895) 475-9349,(463) 284-9897,jennifer.king@outlook.com,"9110 Pine Ave, Albany, NY",Albany,NY,77619,1/14/2015,WS-427199-W2,CLM-427199,NY,156,Unknown,Yes,Yes,50,No prior testimony history,0,No,No,Written,No,1,No,MEDIUM,3,Yes,1,1,No,Yes
WS-261315-W1,Witness,WS-261315-W1,Stephanie Smith,Stephanie,Smith,58,11/8/1957,Male,Real Estate Agent Who Had Just Parked,County Government,(400) 423-2188,,stephanie.smith@outlook.com,"558 Pine Ave, Greenville, SC",Greenville,SC,61060,1/1/2015,WS-261315-W1,CLM-261315,SC,341,Stranger/Bystander,Yes,Yes,84,Corroborated by dashcam,0,No,No,Written,No,1,No,HIGH,3,Yes,1,1,No,Yes
WS-261315-W2,Witness,WS-261315-W2,Paul Evans,Paul,Evans,55,3/2/1960,Male,Pedestrian,Private Company,(484) 885-4966,(997) 491-6985,paul.evans@gmail.com,"3042 Cedar Ave, Charleston, SC",Charleston,SC,39289,1/1/2015,WS-261315-W2,CLM-261315,SC,248,Stranger/Bystander,No,Yes,70,No prior testimony history,1,No,No,Written,Yes,1,No,MEDIUM,4,Yes,1,1,Yes,No
WS-582973-W1,Witness,WS-582973-W1,Jason Hall,Jason,Hall,59,8/18/1956,Female,Food Truck Vendor,Self-Employed,(459) 680-4031,,jason.hall@yahoo.com,"6878 Main Blvd, Greenville, SC",Greenville,SC,24952,2/16/2015,WS-582973-W1,CLM-582973,SC,81,Passerby,Yes,Unknown,81,Prior testimony flagged,1,No,No,Written,Yes,1,Yes,HIGH,6,Yes,1,1,No,No
WS-582973-W2,Witness,WS-582973-W2,Steven Scott,Steven,Scott,47,11/27/1968,Female,Retired Police Officer Walking Their Dog,Unemployed,(891) 245-9260,(215) 215-6439,steven.scott@outlook.com,"2383 Oak Dr, Charleston, SC",Charleston,SC,64156,2/16/2015,WS-582973-W2,CLM-582973,SC,210,Unknown,Yes,Unknown,88,Prior testimony flagged,1,No,No,Written,No,1,No,HIGH,4,Yes,1,1,No,Yes
WS-582973-W3,Witness,WS-582973-W3,Ashley Nelson,Ashley,Nelson,31,9/19/1984,Male,Mail Carrier,City of Greenville,(446) 882-6518,(321) 863-2494,ashley.nelson@outlook.com,"2988 Oak Ave, Greenville, SC",Greenville,SC,54270,2/16/2015,WS-582973-W3,CLM-582973,SC,331,Friend of Claimant,No,No,95,Inconsistency in timeline,1,No,No,Written,No,1,No,HIGH,3,Yes,1,1,No,No
WS-153154-W1,Witness,WS-153154-W1,Brian Allen,Brian,Allen,19,6/17/1996,Male,Cyclist,County Government,(936) 260-1383,,brian.allen@gmail.com,"2405 Maple Dr, Huntington, WV",Huntington,WV,72177,1/12/2015,WS-153154-W1,CLM-153154,WV,298,Stranger/Bystander,Yes,Yes,77,Statement matches police report,2,No,No,,No,1,No,HIGH,4,Yes,1,1,No,No
WS-153154-W2,Witness,WS-153154-W2,Daniel Nelson,Daniel,Nelson,39,12/16/1976,Female,Retired Police Officer Walking Their Dog,County Government,(372) 397-4817,,daniel.nelson@outlook.com,"7376 Main Ave, Charleston, WV",Charleston,WV,32350,1/12/2015,WS-153154-W2,CLM-153154,WV,292,Stranger/Bystander,Unknown,No,79,Prior testimony flagged,1,No,No,Written,No,1,Yes,HIGH,3,Yes,1,1,No,No
WS-860497-W1,Witness,WS-860497-W1,Ryan Allen,Ryan,Allen,60,5/28/1955,Female,Pedestrian,Retired,(459) 550-7613,(819) 583-9759,ryan.allen@gmail.com,"4614 Oak Dr, Charleston, WV",Charleston,WV,64741,1/22/2015,WS-860497-W1,CLM-860497,WV,111,Stranger/Bystander,Unknown,Unknown,41,Statement matches police report,1,No,No,Written,No,1,No,LOW,2,No,1,1,No,No
WS-351741-W1,Witness,WS-351741-W1,Angela Turner,Angela,Turner,30,6/23/1985,Male,Cyclist,Retired,(435) 832-6643,,angela.turner@gmail.com,"773 Maple Dr, Morgantown, WV",Morgantown,WV,81413,1/13/2015,WS-351741-W1,CLM-351741,WV,247,Unknown,Unknown,Unknown,46,Statement matches police report,1,No,No,Written,No,1,No,LOW,3,Yes,1,1,No,Yes
WS-351741-W2,Witness,WS-351741-W2,Karen Carter,Karen,Carter,25,5/14/1990,Male,Rideshare Driver,Retired,(484) 598-4417,,karen.carter@yahoo.com,"7847 Main Blvd, Charleston, WV",Charleston,WV,45604,1/13/2015,WS-351741-W2,CLM-351741,WV,417,Stranger/Bystander,Yes,Yes,54,Consistent with physical evidence,2,No,No,Written,No,1,No,MEDIUM,6,Yes,1,1,Yes,Yes
WS-351741-W3,Witness,WS-351741-W3,Karen Smith,Karen,Smith,26,11/24/1989,Male,Construction Worker,Retired,(581) 740-3105,(517) 913-7702,karen.smith@outlook.com,"8226 Pine Blvd, Huntington, WV",Huntington,WV,42093,1/13/2015,WS-351741-W3,CLM-351741,WV,275,Unknown,No,Yes,77,No prior testimony history,2,No,No,Audio,No,1,Yes,HIGH,4,Yes,1,1,No,No
WS-403737-W1,Witness,WS-403737-W1,Amanda Jones,Amanda,Jones,19,6/13/1996,Female,Dog Walker,County Government,(231) 907-5812,,amanda.jones@gmail.com,"1256 Main Blvd, Richmond, VA",Richmond,VA,18676,1/18/2015,WS-403737-W1,CLM-403737,VA,321,Neighbor,Yes,Yes,56,Prior testimony flagged,5,Yes,No,,No,1,Yes,MEDIUM,5,Yes,1,1,No,No
WS-740384-W1,Witness,WS-740384-W1,Karen Baker,Karen,Baker,67,7/13/1948,Female,Retired Police Officer Walking Their Dog,Self-Employed,(911) 483-3349,,karen.baker@outlook.com,"8692 Pine Blvd, New York, NY",New York,NY,64231,1/31/2015,WS-740384-W1,CLM-740384,NY,346,Stranger/Bystander,Yes,No,55,Corroborated by dashcam,5,Yes,No,Written,Yes,1,No,MEDIUM,1,No,5,1,No,No
WS-876714-W1,Witness,WS-876714-W1,Stephanie Hill,Stephanie,Hill,37,12/10/1978,Male,Rideshare Driver,Unemployed,(439) 645-2511,,stephanie.hill@gmail.com,"9269 Oak Blvd, Albany, NY",Albany,NY,56088,2/6/2015,WS-876714-W1,CLM-876714,NY,168,Passerby,Yes,Yes,94,Consistent with physical evidence,4,Yes,Yes,,No,1,No,HIGH,3,Yes,3,1,Yes,Yes
WS-876714-W2,Witness,WS-876714-W2,Ryan Young,Ryan,Young,50,5/2/1965,Female,Nurse Heading To Work,City of Rochester,(224) 634-6315,(430) 405-8531,ryan.young@outlook.com,"7046 Pine Blvd, Rochester, NY",Rochester,NY,82031,2/6/2015,WS-876714-W2,CLM-876714,NY,274,Passerby,Yes,Yes,49,Inconsistency in timeline,1,No,No,Written,No,1,No,LOW,3,Yes,1,1,Yes,Yes
WS-951543-W1,Witness,WS-951543-W1,Laura Evans,Laura,Evans,42,5/8/1973,Female,Pedestrian,County Government,(340) 675-2286,(822) 895-4361,laura.evans@yahoo.com,"3809 Oak Ave, Columbia, SC",Columbia,SC,47308,2/4/2015,WS-951543-W1,CLM-951543,SC,118,Stranger/Bystander,No,No,91,Inconsistency in timeline,4,Yes,No,Written,No,1,No,HIGH,6,Yes,1,1,No,No
WS-951543-W2,Witness,WS-951543-W2,Jason Hall,Jason,Hall,71,6/3/1944,Female,Nearby Shop Owner,Unemployed,(446) 911-2013,,jason.hall@outlook.com,"4895 Cedar Blvd, Spartanburg, SC",Spartanburg,SC,79564,2/4/2015,WS-951543-W2,CLM-951543,SC,487,Stranger/Bystander,Yes,Yes,81,Inconsistency in timeline,1,No,No,Audio,No,1,No,HIGH,6,Yes,1,1,Yes,No
WS-951543-W3,Witness,WS-951543-W3,Thomas King,Thomas,King,44,2/4/1971,Male,Dog Walker,Private Company,(696) 352-5112,(323) 964-2290,thomas.king@gmail.com,"2868 Maple St, Columbia, SC",Columbia,SC,34212,2/4/2015,WS-951543-W3,CLM-951543,SC,327,Friend of Claimant,Unknown,Yes,86,Prior testimony flagged,2,No,No,Written,No,1,No,HIGH,2,No,1,1,No,No
WS-576723-W1,Witness,WS-576723-W1,Ashley Mitchell,Ashley,Mitchell,55,3/7/1960,Female,Rideshare Driver,County Government,(542) 499-1877,(957) 780-3294,ashley.mitchell@gmail.com,"9759 Pine St, Morgantown, WV",Morgantown,WV,74886,1/2/2015,WS-576723-W1,CLM-576723,WV,81,Neighbor,No,Yes,43,Consistent with physical evidence,5,Yes,No,Written,No,1,No,LOW,5,Yes,1,1,No,No
WS-576723-W2,Witness,WS-576723-W2,Ashley Green,Ashley,Green,45,5/12/1970,Female,Rideshare Driver,Unemployed,(671) 573-8385,(357) 319-7479,ashley.green@outlook.com,"5164 Main Dr, Morgantown, WV",Morgantown,WV,90788,1/2/2015,WS-576723-W2,CLM-576723,WV,235,Stranger/Bystander,Yes,No,93,Prior testimony flagged,1,No,No,Written,No,1,No,HIGH,1,No,1,1,No,No
WS-391003-W1,Witness,WS-391003-W1,Angela Wright,Angela,Wright,23,4/16/1992,Female,Retired Police Officer Walking Their Dog,Retired,(693) 415-7140,(805) 466-9830,angela.wright@gmail.com,"9572 Pine St, Erie, PA",Erie,PA,38330,2/26/2015,WS-391003-W1,CLM-391003,PA,186,Stranger/Bystander,Yes,Yes,93,Corroborated by dashcam,0,No,No,Written,No,1,No,HIGH,6,Yes,1,1,Yes,Yes
WS-391003-W2,Witness,WS-391003-W2,Melissa Baker,Melissa,Baker,67,10/3/1948,Female,Jogger,City of Pittsburgh,(815) 266-4765,(233) 288-7782,melissa.baker@yahoo.com,"9392 Maple St, Pittsburgh, PA",Pittsburgh,PA,79350,2/26/2015,WS-391003-W2,CLM-391003,PA,203,Friend of Claimant,No,No,88,Consistent with physical evidence,3,Yes,No,Audio,No,1,No,HIGH,2,No,1,1,No,No
WS-225865-W1,Witness,WS-225865-W1,Eric King,Eric,King,18,1/22/1997,Male,Retired Police Officer Walking Their Dog,Unemployed,(469) 274-1580,,eric.king@outlook.com,"1211 Cedar Ave, Virginia Beach, VA",Virginia Beach,VA,35736,2/8/2015,WS-225865-W1,CLM-225865,VA,337,Friend of Claimant,Unknown,No,48,Prior testimony flagged,0,No,No,Audio,Yes,1,No,LOW,2,No,1,1,No,No
WS-225865-W2,Witness,WS-225865-W2,Jason Collins,Jason,Collins,32,4/15/1983,Female,Real Estate Agent Who Had Just Parked,Unemployed,(706) 621-1771,,jason.collins@gmail.com,"8919 Main Ave, Roanoke, VA",Roanoke,VA,68338,2/8/2015,WS-225865-W2,CLM-225865,VA,247,Stranger/Bystander,Yes,Yes,63,Statement matches police report,2,No,No,Written,Yes,1,No,MEDIUM,7,Yes,1,1,No,Yes
WS-984948-W1,Witness,WS-984948-W1,Amanda Reed,Amanda,Reed,29,6/15/1986,Female,Real Estate Agent Who Had Just Parked,City of New York,(843) 457-2315,(392) 725-4428,amanda.reed@yahoo.com,"8340 Oak Blvd, New York, NY",New York,NY,38452,2/7/2015,WS-984948-W1,CLM-984948,NY,75,Unknown,Yes,No,40,Prior testimony flagged,4,Yes,No,Written,No,1,No,LOW,3,Yes,1,1,No,No
WS-890328-W1,Witness,WS-890328-W1,Eric Green,Eric,Green,32,10/1/1983,Male,Retired Police Officer Walking Their Dog,Private Company,(823) 666-1990,(323) 726-4023,eric.green@gmail.com,"4217 Oak Ave, Buffalo, NY",Buffalo,NY,14955,2/17/2015,WS-890328-W1,CLM-890328,NY,19,Unknown,Unknown,Yes,47,No prior testimony history,1,No,No,Written,No,1,Yes,LOW,5,Yes,1,1,Yes,Yes
WS-890328-W2,Witness,WS-890328-W2,Paul Hall,Paul,Hall,66,6/17/1949,Female,College Student Waiting For The Bus,Unemployed,(237) 512-1603,,paul.hall@yahoo.com,"9061 Oak Dr, Albany, NY",Albany,NY,40857,2/17/2015,WS-890328-W2,CLM-890328,NY,370,Friend of Claimant,Unknown,No,92,Corroborated by dashcam,3,Yes,No,,Yes,1,No,HIGH,3,Yes,1,1,Yes,No
WS-414913-W1,Witness,WS-414913-W1,Linda Scott,Linda,Scott,46,4/10/1969,Female,Food Truck Vendor,Private Company,(365) 616-3815,(304) 649-2333,linda.scott@yahoo.com,"7022 Pine Dr, Buffalo, NY",Buffalo,NY,76594,2/1/2015,WS-414913-W1,CLM-414913,NY,192,Friend of Claimant,Yes,Yes,77,Statement matches police report,0,No,No,Written,No,1,No,HIGH,9,Yes,3,1,No,Yes
WS-414913-W2,Witness,WS-414913-W2,Michelle Campbell,Michelle,Campbell,22,3/17/1993,Male,Pedestrian,County Government,(819) 956-7149,(508) 555-5460,michelle.campbell@yahoo.com,"1641 Maple Dr, Buffalo, NY",Buffalo,NY,63914,2/1/2015,WS-414913-W2,CLM-414913,NY,112,Stranger/Bystander,Unknown,Yes,78,Prior testimony flagged,2,No,No,Written,Yes,1,No,HIGH,5,Yes,1,1,Yes,No
WS-818413-W1,Witness,WS-818413-W1,Eric Campbell,Eric,Campbell,28,11/24/1987,Female,Construction Worker,Retired,(404) 599-2928,(597) 503-9772,eric.campbell@yahoo.com,"8367 Oak Ave, Rochester, NY",Rochester,NY,94849,2/21/2015,WS-818413-W1,CLM-818413,NY,244,Unknown,No,Yes,56,Consistent with physical evidence,3,Yes,No,Written,No,1,No,MEDIUM,3,Yes,1,1,Yes,Yes
WS-818413-W2,Witness,WS-818413-W2,Linda Scott,Linda,Scott,41,9/25/1974,Male,Mail Carrier,Unemployed,(305) 757-9578,,linda.scott@gmail.com,"6447 Maple Dr, New York, NY",New York,NY,51794,2/21/2015,WS-818413-W2,CLM-818413,NY,30,Stranger/Bystander,Yes,Yes,58,Inconsistency in timeline,4,Yes,Yes,Written,No,1,Yes,MEDIUM,9,Yes,1,1,Yes,No
WS-818413-W3,Witness,WS-818413-W3,Daniel Adams,Daniel,Adams,53,1/8/1962,Female,Dog Walker,Private Company,(592) 901-8571,,daniel.adams@outlook.com,"412 Pine Ave, Albany, NY",Albany,NY,92291,2/21/2015,WS-818413-W3,CLM-818413,NY,333,Passerby,Yes,Yes,64,Corroborated by dashcam,0,No,No,,No,1,No,MEDIUM,2,No,1,1,No,No
WS-487356-W1,Witness,WS-487356-W1,Daniel Ramirez,Daniel,Ramirez,56,8/10/1959,Male,Mail Carrier,County Government,(867) 784-9387,,daniel.ramirez@gmail.com,"8714 Cedar Blvd, Buffalo, NY",Buffalo,NY,92433,1/9/2015,WS-487356-W1,CLM-487356,NY,106,Unknown,Yes,Unknown,89,Consistent with physical evidence,1,No,No,Written,No,1,No,HIGH,4,Yes,1,1,Yes,Yes
WS-487356-W2,Witness,WS-487356-W2,Christopher Baker,Christopher,Baker,54,10/27/1961,Male,Nearby Shop Owner,County Government,(856) 785-4088,(888) 809-8848,christopher.baker@gmail.com,"9730 Main Blvd, Albany, NY",Albany,NY,35359,1/9/2015,WS-487356-W2,CLM-487356,NY,90,Stranger/Bystander,No,No,71,Consistent with physical evidence,2,No,No,Audio,No,1,No,MEDIUM,3,Yes,1,1,Yes,No
WS-487356-W3,Witness,WS-487356-W3,Angela Jones,Angela,Jones,58,8/4/1957,Female,Pedestrian,Self-Employed,(780) 610-7489,,angela.jones@yahoo.com,"8050 Main Dr, Rochester, NY",Rochester,NY,94451,1/9/2015,WS-487356-W3,CLM-487356,NY,290,Unknown,No,Yes,88,Statement matches police report,2,No,No,Written,No,1,No,HIGH,5,Yes,1,1,No,Yes
WS-159768-W1,Witness,WS-159768-W1,Christopher Green,Christopher,Green,58,12/23/1957,Male,College Student Waiting For The Bus,Unemployed,(807) 649-9176,,christopher.green@gmail.com,"846 Pine St, Spartanburg, SC",Spartanburg,SC,94694,2/16/2015,WS-159768-W1,CLM-159768,SC,149,Neighbor,Yes,Yes,79,Inconsistency in timeline,2,No,No,Written,No,1,Yes,HIGH,4,Yes,1,1,Yes,No
WS-159768-W2,Witness,WS-159768-W2,Laura Collins,Laura,Collins,21,2/3/1994,Male,Real Estate Agent Who Had Just Parked,Retired,(617) 805-4765,(517) 640-6533,laura.collins@gmail.com,"8490 Cedar St, Charleston, SC",Charleston,SC,44746,2/16/2015,WS-159768-W2,CLM-159768,SC,62,Stranger/Bystander,Yes,Unknown,81,Inconsistency in timeline,2,No,No,Audio,No,1,No,HIGH,3,Yes,1,1,No,No
WS-865839-W1,Witness,WS-865839-W1,Angela Wright,Angela,Wright,41,6/20/1974,Male,Jogger,Unemployed,(435) 408-7436,,angela.wright@outlook.com,"1628 Cedar St, Roanoke, VA",Roanoke,VA,33722,2/4/2015,WS-865839-W1,CLM-865839,VA,307,Friend of Claimant,No,Yes,43,No prior testimony history,1,No,No,Audio,Yes,1,No,LOW,6,Yes,1,1,Yes,Yes
WS-865839-W2,Witness,WS-865839-W2,Stephanie Evans,Stephanie,Evans,43,9/12/1972,Female,Food Truck Vendor,Unemployed,(557) 841-7451,,stephanie.evans@outlook.com,"6163 Cedar Dr, Virginia Beach, VA",Virginia Beach,VA,13562,2/4/2015,WS-865839-W2,CLM-865839,VA,395,Unknown,Unknown,Unknown,55,Prior testimony flagged,3,Yes,No,Written,No,1,No,MEDIUM,2,No,1,1,No,No
WS-623032-W1,Witness,WS-623032-W1,Jennifer Clark,Jennifer,Clark,60,9/25/1955,Female,College Student Waiting For The Bus,Retired,(229) 399-5582,(315) 819-2071,jennifer.clark@outlook.com,"6370 Maple St, Huntington, WV",Huntington,WV,58562,2/1/2015,WS-623032-W1,CLM-623032,WV,387,Neighbor,Yes,Yes,64,Corroborated by dashcam,1,No,No,Audio,No,1,No,MEDIUM,4,Yes,1,1,Yes,No
WS-935442-W1,Witness,WS-935442-W1,Kevin Campbell,Kevin,Campbell,41,10/19/1974,Male,Dog Walker,Private Company,(907) 601-3496,,kevin.campbell@gmail.com,"1223 Main Dr, Spartanburg, SC",Spartanburg,SC,35649,2/5/2015,WS-935442-W1,CLM-935442,SC,112,Stranger/Bystander,No,Yes,56,Consistent with physical evidence,2,No,No,Written,No,1,No,MEDIUM,4,Yes,1,1,No,No
WS-563878-W1,Witness,WS-563878-W1,Melissa Adams,Melissa,Adams,67,7/28/1948,Male,Cyclist,Unemployed,(500) 397-1223,(360) 741-8091,melissa.adams@gmail.com,"9212 Pine Blvd, Buffalo, NY",Buffalo,NY,80240,2/6/2015,WS-563878-W1,CLM-563878,NY,70,Neighbor,Yes,Yes,79,Prior testimony flagged,4,Yes,No,Written,No,1,Yes,HIGH,2,No,1,1,No,No
WS-620855-W1,Witness,WS-620855-W1,Linda Wright,Linda,Wright,22,7/9/1993,Male,Construction Worker,Unemployed,(561) 612-3054,,linda.wright@gmail.com,"7322 Pine Dr, Buffalo, NY",Buffalo,NY,13236,1/21/2015,WS-620855-W1,CLM-620855,NY,462,Passerby,Yes,Unknown,64,Inconsistency in timeline,1,No,No,,Yes,1,Yes,MEDIUM,5,Yes,1,1,Yes,No
WS-620855-W2,Witness,WS-620855-W2,Ryan Jones,Ryan,Jones,48,1/17/1967,Male,College Student Waiting For The Bus,Unemployed,(993) 332-3816,(548) 733-2235,ryan.jones@yahoo.com,"5748 Cedar Ave, Albany, NY",Albany,NY,85303,1/21/2015,WS-620855-W2,CLM-620855,NY,330,Neighbor,Yes,No,58,Prior testimony flagged,4,Yes,No,Written,No,1,No,MEDIUM,5,Yes,1,1,Yes,Yes
WS-620855-W3,Witness,WS-620855-W3,Robert Allen,Robert,Allen,39,5/1/1976,Female,Rideshare Driver,Retired,(610) 407-6572,(241) 506-1564,robert.allen@yahoo.com,"4866 Oak St, Buffalo, NY",Buffalo,NY,87112,1/21/2015,WS-620855-W3,CLM-620855,NY,103,Stranger/Bystander,No,Yes,76,Inconsistency in timeline,5,Yes,No,Written,No,1,No,HIGH,7,Yes,1,1,Yes,No
WS-583169-W1,Witness,WS-583169-W1,Eric Evans,Eric,Evans,24,5/6/1991,Female,School Bus Driver,Self-Employed,(660) 815-4991,,eric.evans@outlook.com,"6523 Cedar Ave, Norfolk, VA",Norfolk,VA,83734,3/1/2015,WS-583169-W1,CLM-583169,VA,251,Stranger/Bystander,Yes,No,90,Inconsistency in timeline,3,Yes,No,Written,No,1,Yes,HIGH,6,Yes,1,1,No,No
WS-583169-W2,Witness,WS-583169-W2,Paul Hall,Paul,Hall,43,3/23/1972,Female,Mail Carrier,County Government,(698) 364-7336,(367) 989-3618,paul.hall@outlook.com,"8817 Pine St, Norfolk, VA",Norfolk,VA,98899,3/1/2015,WS-583169-W2,CLM-583169,VA,497,Stranger/Bystander,No,No,48,Prior testimony flagged,5,Yes,No,Audio,No,1,No,LOW,3,Yes,1,1,No,No
WS-337677-W1,Witness,WS-337677-W1,Stephanie Allen,Stephanie,Allen,69,12/2/1946,Male,Retired Police Officer Walking Their Dog,County Government,(857) 825-7318,,stephanie.allen@outlook.com,"6625 Main Ave, Columbia, SC",Columbia,SC,74399,2/24/2015,WS-337677-W1,CLM-337677,SC,242,Stranger/Bystander,Yes,Unknown,94,Inconsistency in timeline,2,No,No,Written,No,1,No,HIGH,3,Yes,1,1,No,Yes
WS-337677-W2,Witness,WS-337677-W2,Linda Mitchell,Linda,Mitchell,18,6/4/1997,Female,School Bus Driver,Retired,(591) 401-9249,(725) 252-9472,linda.mitchell@outlook.com,"9633 Main Dr, Columbia, SC",Columbia,SC,28771,2/24/2015,WS-337677-W2,CLM-337677,SC,53,Stranger/Bystander,No,Yes,58,Statement matches police report,4,Yes,No,Written,Yes,1,Yes,MEDIUM,4,Yes,1,1,Yes,No
WS-337677-W3,Witness,WS-337677-W3,Eric Jones,Eric,Jones,56,8/28/1959,Female,Construction Worker,County Government,(367) 395-3690,(309) 782-7006,eric.jones@gmail.com,"110 Cedar St, Columbia, SC",Columbia,SC,49171,2/24/2015,WS-337677-W3,CLM-337677,SC,333,Stranger/Bystander,Yes,Yes,80,Corroborated by dashcam,3,Yes,No,Written,No,1,No,HIGH,4,Yes,1,1,No,Yes
WS-445973-W1,Witness,WS-445973-W1,Eric Wright,Eric,Wright,54,10/16/1961,Female,College Student Waiting For The Bus,City of New York,(871) 887-8551,(955) 385-1338,eric.wright@gmail.com,"138 Pine Blvd, New York, NY",New York,NY,20131,2/2/2015,WS-445973-W1,CLM-445973,NY,395,Friend of Claimant,Yes,Yes,99,Corroborated by dashcam,3,Yes,No,Written,No,1,No,HIGH,2,No,1,1,No,No
WS-445973-W2,Witness,WS-445973-W2,Jessica Reed,Jessica,Reed,71,5/28/1944,Male,Mail Carrier,Unemployed,(395) 967-5754,(691) 474-1671,jessica.reed@yahoo.com,"6110 Maple Ave, Buffalo, NY",Buffalo,NY,35902,2/2/2015,WS-445973-W2,CLM-445973,NY,120,Passerby,Yes,Yes,85,Statement matches police report,0,No,No,Written,No,1,Yes,HIGH,3,Yes,1,1,No,Yes
WS-156694-W1,Witness,WS-156694-W1,Eric Carter,Eric,Carter,62,8/3/1953,Male,Food Truck Vendor,Unemployed,(659) 895-7597,(504) 637-6310,eric.carter@yahoo.com,"3704 Cedar Dr, Charleston, WV",Charleston,WV,37438,1/31/2015,WS-156694-W1,CLM-156694,WV,205,Passerby,Yes,Unknown,91,Prior testimony flagged,2,No,No,Written,No,1,No,HIGH,5,Yes,1,1,No,No
WS-156694-W2,Witness,WS-156694-W2,Robert Hall,Robert,Hall,20,6/8/1995,Male,Pedestrian,Self-Employed,(981) 805-8370,(863) 544-1699,robert.hall@yahoo.com,"1278 Pine Blvd, Charleston, WV",Charleston,WV,60865,1/31/2015,WS-156694-W2,CLM-156694,WV,38,Unknown,No,Unknown,69,No prior testimony history,4,Yes,No,Written,No,1,No,MEDIUM,4,Yes,1,1,No,No
WS-156694-W3,Witness,WS-156694-W3,Michelle Nelson,Michelle,Nelson,38,6/11/1977,Male,Real Estate Agent Who Had Just Parked,City of Morgantown,(633) 750-5912,,michelle.nelson@outlook.com,"3049 Oak St, Morgantown, WV",Morgantown,WV,26973,1/31/2015,WS-156694-W3,CLM-156694,WV,232,Passerby,Yes,Unknown,95,Prior testimony flagged,4,Yes,No,Written,No,1,No,HIGH,4,Yes,1,1,No,Yes
WS-421940-W1,Witness,WS-421940-W1,Daniel Baker,Daniel,Baker,60,12/16/1955,Female,Jogger,Retired,(923) 686-3550,(876) 544-1026,daniel.baker@outlook.com,"7373 Cedar Dr, Norfolk, VA",Norfolk,VA,94862,1/9/2015,WS-421940-W1,CLM-421940,VA,168,Neighbor,No,Unknown,90,Consistent with physical evidence,4,Yes,No,Written,Yes,1,Yes,HIGH,1,No,1,1,No,No
WS-421940-W2,Witness,WS-421940-W2,Susan Lee,Susan,Lee,63,12/9/1952,Male,Nearby Shop Owner,County Government,(730) 724-2530,(945) 622-9181,susan.lee@outlook.com,"7849 Main Dr, Norfolk, VA",Norfolk,VA,34115,1/9/2015,WS-421940-W2,CLM-421940,VA,84,Stranger/Bystander,Yes,No,80,Consistent with physical evidence,4,Yes,No,,No,1,No,HIGH,4,Yes,1,1,No,No
WS-421940-W3,Witness,WS-421940-W3,Kevin Scott,Kevin,Scott,39,2/4/1976,Female,Jogger,Self-Employed,(550) 390-7689,,kevin.scott@outlook.com,"1080 Oak St, Virginia Beach, VA",Virginia Beach,VA,68991,1/9/2015,WS-421940-W3,CLM-421940,VA,324,Stranger/Bystander,Unknown,Yes,98,Statement matches police report,2,No,No,Written,No,1,No,HIGH,3,Yes,1,1,No,No
WS-613226-W1,Witness,WS-613226-W1,Amanda Baker,Amanda,Baker,22,9/9/1993,Male,Nearby Shop Owner,County Government,(259) 683-6028,,amanda.baker@yahoo.com,"8439 Cedar Ave, Roanoke, VA",Roanoke,VA,77635,2/23/2015,WS-613226-W1,CLM-613226,VA,224,Friend of Claimant,Unknown,No,62,Statement matches police report,0,No,No,Written,Yes,1,No,MEDIUM,4,Yes,1,1,No,No
WS-613226-W2,Witness,WS-613226-W2,Susan Allen,Susan,Allen,31,6/25/1984,Male,Postal Worker Making Deliveries,Private Company,(581) 334-6116,(326) 499-5863,susan.allen@yahoo.com,"4051 Maple Ave, Roanoke, VA",Roanoke,VA,95151,2/23/2015,WS-613226-W2,CLM-613226,VA,315,Stranger/Bystander,Yes,Yes,75,Statement matches police report,5,Yes,No,Written,No,1,No,HIGH,4,Yes,1,1,Yes,No
WS-553565-W1,Witness,WS-553565-W1,Jason Lee,Jason,Lee,70,4/9/1945,Female,Rideshare Driver,Retired,(777) 552-3297,,jason.lee@outlook.com,"4145 Main St, Roanoke, VA",Roanoke,VA,38375,1/14/2015,WS-553565-W1,CLM-553565,VA,57,Stranger/Bystander,No,Yes,54,Consistent with physical evidence,1,No,No,Written,Yes,1,No,MEDIUM,3,Yes,1,1,Yes,Yes
