:ID,:LABEL,policy_number,first_name,middle_initial,last_name,full_name,date_of_birth,age,gender,marital_status,relationship_to_named_insured,blood_type,citizenship_status,ssn_last4,drivers_license_state,drivers_license_number,primary_email,work_email,phone_home,phone_mobile,phone_work,preferred_contact_method,preferred_language,do_not_call_flag,e_signature_consent,marketing_opt_in,paperless_enrolled,communication_preference,statement_delivery_preference,residential_address,mailing_address,city,state,state_full,zip_code,county,country,address_type,years_at_address,customer_since,months_as_customer,tenure_years,customer_tier,account_status,autopay_enrolled,last_login_date,last_payment_date,payment_history_score,nps_score,churn_risk_score,lifetime_value_usd,deceased_flag,occupation_code,job_title,employer_name,years_with_employer,employment_status,annual_income_band,education_level,capital_gains,capital_loss,net_financial_position,net_worth_band,bankruptcy_history,credit_tier,credit_score_estimate,risk_score,risk_band,prior_claims_count,prior_claims_note,fraud_flag,fraud_investigation_open,siu_referral_flag,watchlist_flag,high_risk_hobby_flag,hobbies_interests,household_members,licensed_drivers_in_household,has_minor_drivers,pets_in_household,social_media_presence,mobile_app_user,online_quote_origin,assigned_agent,agent_code,agency_name,ssn_hash,identity_verification_status,kyc_verified_date,device_id,device_type,browser,ip_address_last_login,ip_flagged,bank_name,bank_account_hash,bank_account_last4,payment_method_token,payment_type_preferred,fraud_history_count,identity_theft_flag,shared_phone_flag,shared_address_flag,shared_bank_flag,cross_policy_entities,linked_entity_count,synthetic_identity_flag,role_switching_flag
CUST-OH-1531-2603,Customer,153154,Daniel,H,Taylor,Daniel H. Taylor,3/8/1967,59,Male,Other,own-child,O-,US Citizen,5574,OH,DL-OH-93233512,daniel71@outlook.com,,(513) 672-7839,(216) 928-7068,,Online Portal,Polish,Yes,No,Opted In - All Channels,Yes,Email Primary / Postal for Legal Notices,Electronic (PDF via Email),"9448 Lake Blvd, Mentor, Oh 43038","9448 Lake Blvd, Mentor, Oh 43038",Mentor,OH,Ohio,43038,Mentor County,USA,Rented,3,10/21/1989,436,36.3,Platinum,Active,Yes - Credit Card,20/1/2015,9/5/2015,68,8,28,48635.8,No,protective-serv,Employed,Allied Automotive Services,24,Full-Time,$30K-$60K,PhD,39000,0,39000,$50K-$100K,,Preferred,712,30,Low,2,2 prior claim(s) on record,N,No,No,No,No,board-games,3,3,No,Dog,Twitter/X,No,No,James Callahan,AGT-1171,Midwest Auto Insurance Agency,d8dbfac17b1fab87,Verified,5/01/2012,DEV-6EC7A64614D2,Android,Edge,192.168.32.227,No,Citibank,4d35313a7205757a,6684,TOK-CEC37A4BF59D9F88,Money Order,0,No,No,No,No,0,0,No,No
CUST-IL-5152-2097,Customer,515217,Rebecca,G,Green,Rebecca G. Green,8/19/1996,30,Female,Single,unmarried,B-,US Citizen,5084,IL,DL-IL-59392978,rebecca.green@icloud.com,,(815) 570-2805,(630) 250-5724,,Online Portal,English,No,No,Opted In - Email Only,Yes,Email Only,Both Electronic and Paper,"9932 Lakeview Pkwy, Berwyn, Il 61317","9932 Lakeview Pkwy, Berwyn, Il 61317",Berwyn,IL,Illinois,61317,Berwyn County,USA,Owned,5,7/22/2018,91,7.6,Silver,Active,Yes - ACH Bank Draft,7/8/2015,15/12/2015,86,5,72,9984.52,No,machine-op-inspct,Production Supervisor,Central States Insurance Group,6,Full-Time,$30K-$60K,Masters,43900,0,43900,$50K-$100K,Chapter 13,Preferred,716,29,Low,0,0 prior claim(s) on record,N,No,No,No,No,golf,1,1,No,Cat,,Yes,No,Sandra Delgado,AGT-8137,Midwest Auto Insurance Agency,acaa9c72ec67f81c,Verified,12/01/2013,DEV-8FE3AB54C4B4,iPad,Unknown,192.168.155.51,No,Citibank,fba42a5ad3dd5376,4122,TOK-3D3B1091B182236E,ACH/Bank Transfer,0,No,No,No,No,1,1,No,No
CUST-IL-8604-4679,Customer,860497,Catherine,J,Jackson,Catherine J. Jackson,1/6/1984,42,Female,Married,wife,B+,US Citizen,2631,IL,DL-IL-67347611,catherine133@hotmail.com,,(217) 654-6535,(630) 796-2203,,Phone Call,English,No,Yes,Opted In - All Channels,Yes,SMS and Email,Online Portal Only,"3516 Valley Ln, Peoria, Il 46056","Po Box 5882, Peoria, Il 46056",Peoria,IL,Illinois,46056,Peoria County,USA,Owned,11,10/21/2004,256,21.3,Gold,Active,Yes - Credit Card,28/11/2015,10/7/2015,69,1,34,27443.2,No,transport-moving,Logistics Coordinator,North Star Consulting Group,16,Retired,$30K-$60K,MD,0,-39500,-39500,<$50K,Chapter 13,Non-Standard,603,84,High,2,2 prior claim(s) on record,N,No,No,No,Yes,bungie-jumping,3,3,No,Cat,Instagram,Yes,No,James Bergman,AGT-4677,Midwest Auto Insurance Agency,3c029e66a581c53a,Verified,11/01/2012,DEV-9EA8C70BF744,Desktop/Mac,Safari,192.168.218.23,No,Chase,1bb7d4c52d81886c,757,TOK-50B57104E5FF8BC9,Debit Card,0,No,No,No,No,2,5,No,No
CUST-OH-3517-1267,Customer,351741,Joseph,D,Perez,Joseph D. Perez,12/11/1980,46,Male,Single,not-in-family,AB+,Work Visa,7004,OH,DL-OH-74443805,joseph286@sbcglobal.net,,(937) 827-3362,(419) 414-5559,,Phone Call,English,No,Yes,Opted In - Email Only,Yes,Postal Mail Only,Electronic (PDF via Email),"4128 Pine Way, Cincinnati, Oh 43992","Po Box 4604, Cincinnati, Oh 43992",Cincinnati,OH,Ohio,43992,Cincinnati County,USA,Owned,19,4/22/2003,274,22.8,Gold,Active,No - Manual Payment,21/9/2015,19/11/2015,99,8,93,31331.9,No,exec-managerial,Director of Finance,Prairie State Industries,2,Full-Time,$30K-$60K,High School,0,0,0,$50K-$100K,,Standard,657,98,High,1,1 prior claim(s) on record,N,No,No,Yes,Yes,bungie-jumping,3,1,No,Cat,Instagram,Yes,No,Karen Yamamoto,AGT-6463,Tri-State Coverage Associates,ef35254917121301,Verified,4/01/2015,DEV-AFBD6D48CF51,Desktop/Windows,Firefox,192.168.254.186,No,Fifth Third,7c149dabf706eee8,8487,TOK-C0FE2BFBCF1B1F49,Money Order,0,No,No,No,No,0,7,No,No
CUST-IN-4037-1995,Customer,403737,Maria,M,Phillips,Maria M. Phillips,8/5/1981,45,Female,Married,wife,A+,US Citizen,2031,IN,DL-IN-97282940,maria144@live.com,mphillips@comcast.net,(812) 780-8380,,(812) 945-4461,Phone Call,English,No,No,Opted In - All Channels,Yes,Postal Mail Only,Online Portal Only,"6640 Poplar Rd, Carmel, In 60575","Po Box 7889, Carmel, In 60575",Carmel,IN,Indiana,60575,Carmel County,USA,Rented,3,3/22/2003,275,22.9,Gold,Active,No - Manual Payment,3/12/2015,27/4/2015,78,6,38,33178.75,No,adm-clerical,Employed,Inland Empire Services,20,Unemployed,$60K-$100K,Associate,39400,-63900,-24500,<$50K,,Non-Standard,556,30,Low,3,3 prior claim(s) on record,N,No,No,No,No,camping,3,1,Yes,,Twitter/X,Yes,No,Brian Nguyen,AGT-8824,Heartland Insurance Services,6ece80fce80fe2fa,Pending,4/01/2012,DEV-319A9610E7F7,iPad,Firefox,192.168.41.23,No,PNC,2784cea6804ddc85,6111,TOK-788E3EDE6209DD75,Credit Card,0,No,No,No,No,3,1,No,No
CUST-IL-1620-1098,Customer,162004,Maria,P,Hall,Maria P. Hall,3/14/1993,33,Female,Single,not-in-family,AB+,US Citizen,4095,IL,DL-IL-32855842,maria648@comcast.net,mhall@transport.net,(618) 540-9962,(309) 229-1557,(618) 464-3011,Online Portal,English / Spanish Bilingual,No,Yes,Opted Out - No Marketing,Yes,Postal Mail Only,Both Electronic and Paper,"7702 Willow Way, Berwyn, Il 45118","Po Box 9883, Berwyn, Il 45118",Berwyn,IL,Illinois,45118,Berwyn County,USA,Owned,1,1/21/2026,1,0.1,Bronze,Active,Yes - Credit Card,28/10/2015,28/4/2015,77,6,25,75.28,No,transport-moving,Bus Driver,Summit Medical Center,1,Part-Time,>$200K,High School,0,0,0,$50K-$100K,,Standard,638,87,High,3,3 prior claim(s) on record,N,No,No,No,No,yachting,1,1,No,,Instagram,No,No,Sandra Fitzgerald,AGT-1753,Prairie State Insurance Partners,a7ce656fc499acf9,Pending,4/01/2012,DEV-CCF99EDA95D8,iPad,Safari,192.168.165.118,No,Chase,3ae3c4fd49fd0495,9596,TOK-E60BE21F59FEBC78,ACH/Bank Transfer,0,No,No,No,No,4,6,No,No
CUST-IN-7403-7984,Customer,740384,Patrick,N,Richardson,Patrick N. Richardson,9/2/1996,30,Male,Other,other-relative,A-,US Citizen,5310,IN,DL-IN-89783703,patrick762@mac.com,,(260) 744-8043,(812) 867-1461,(260) 720-4017,Online Portal,English,No,Yes,Opted In - All Channels,Yes,Email and Postal Mail,Both Electronic and Paper,"9128 Hill Ave, Kokomo, In 45958","9128 Hill Ave, Kokomo, In 45958",Kokomo,IN,Indiana,45958,Kokomo County,USA,Rented,6,1/21/2019,85,7.1,Silver,Active,Yes - ACH Bank Draft,22/5/2015,22/3/2015,84,4,15,10302.0,No,protective-serv,Employed,Heartland Retail Corp.,7,Full-Time,<$30K,Associate,51600,-73900,-22300,<$50K,,Non-Standard,609,60,Medium,1,1 prior claim(s) on record,Y,No,No,No,No,reading,3,3,No,,Facebook,No,No,Angela Sullivan,AGT-8709,Heartland Insurance Services,cb468a53e871c611,Failed,7/01/2011,DEV-62FF76FD82E8,iPhone,Chrome,192.168.70.191,No,Chase,166d832e3d4d9ec1,9640,TOK-26EB3C60BD9538F6,Check,1,No,No,No,No,2,4,No,No
CUST-IL-8767-3284,Customer,876714,Barbara,S,Hill,Barbara S. Hill,4/23/1989,37,Female,Married,wife,O-,US Citizen,7014,IL,DL-IL-46469448,barbara988@att.net,,(217) 820-5325,(309) 633-6857,,Phone Call,English,No,Yes,Opted In - Postal Only,Yes,Postal Mail Only,Both Electronic and Paper,"3591 Hill Ave, Joliet, Il 61663","3591 Hill Ave, Joliet, Il 61663",Joliet,IL,Illinois,61663,Joliet County,USA,Family-Owned,13,9/21/2006,233,19.4,Gold,Active,Yes - Credit Card,27/6/2015,24/8/2015,87,6,30,31133.46,No,sales,Account Manager,Keystone Industrial Corp.,5,Retired,$30K-$60K,High School,61600,-30200,31400,$50K-$100K,,Preferred,710,67,Medium,2,2 prior claim(s) on record,N,No,No,No,No,video-games,5,3,No,Dog,LinkedIn,Yes,No,Sandra Callahan,AGT-9720,Midwest Auto Insurance Agency,9055c95522d17cc6,Verified,8/01/2013,DEV-A2042B6D70DA,iPad,Safari,192.168.206.213,No,PNC,65bb2686c24a824b,8681,TOK-D99DAEE13896F9A4,Debit Card,0,No,No,No,No,0,8,No,No
CUST-IN-9515-4564,Customer,951543,Nicholas,B,Brooks,Nicholas B. Brooks,8/10/1996,30,Male,Married,husband,AB+,US Citizen,4160,IN,DL-IN-96518649,nicholas.brooks@me.com,nbrooks@verizon.net,(765) 410-2198,(260) 412-4486,,Phone Call,English,No,Yes,Opted In - Postal Only,Yes,SMS and Email,Online Portal Only,"8783 Hickory Pl, Evansville, In 44797","8783 Hickory Pl, Evansville, In 44797",Evansville,IN,Indiana,44797,Evansville County,USA,Rented,5,4/22/2014,142,11.8,Silver,Active,Yes - Credit Card,18/12/2015,24/5/2015,83,9,1,19130.24,No,adm-clerical,Employed,North Star Consulting Group,2,Part-Time,$100K-$200K,JD,58500,-46800,11700,$50K-$100K,,Standard Plus,688,41,Medium,1,1 prior claim(s) on record,N,No,No,No,No,polo,3,2,No,,Facebook,Yes,No,Angela Delgado,AGT-9716,Tri-State Coverage Associates,7cbefda20a280aea,Pending,5/01/2012,DEV-147B35836CA0,Unknown,Unknown,192.168.133.142,No,Chase,85ff0ab94ff42730,6595,TOK-04CF22D05045D17E,Debit Card,0,No,No,No,No,4,0,No,No
CUST-IL-5767-3195,Customer,576723,Frank,S,Hall,Frank S. Hall,3/21/1982,44,Male,Married,husband,A-,US Citizen,5254,IL,DL-IL-41781214,frank.hall@icloud.com,fhall@verizon.net,(309) 580-9128,(309) 264-3369,,Phone Call,English,Yes,Yes,Opted In - All Channels,Yes,Email and Postal Mail,Both Electronic and Paper,"7815 Patriot Ct, Springfield, Il 46017","7815 Patriot Ct, Springfield, Il 46017",Springfield,IL,Illinois,46017,Springfield County,USA,Owned,20,12/21/2003,266,22.2,Gold,Active,No - Manual Payment,15/7/2015,10/11/2015,60,3,78,35729.12,No,handlers-cleaners,Employed,North Star Consulting Group,10,Full-Time,$60K-$100K,High School,0,0,0,$50K-$100K,,Standard,679,10,Low,1,1 prior claim(s) on record,N,No,No,No,No,movies,2,2,No,Cat,Twitter/X,No,No,Patricia Yamamoto,AGT-8733,Lakefront Coverage Group,5526f2860f5b040a,Verified,5/01/2015,DEV-2C25EC8A17CE,Unknown,Chrome,192.168.43.157,No,Wells Fargo,d8c1a8a3fee18168,6471,TOK-A1A97DC40667DE53,Money Order,0,No,No,No,No,5,8,No,No
CUST-OH-3910-7990,Customer,391003,Barbara,K,Perez,Barbara K. Perez,7/17/1976,50,Female,Other,other-relative,A+,US Citizen,5812,OH,DL-OH-80841888,bperez99@sbcglobal.net,,(216) 760-7556,(513) 754-9779,,SMS Text,Spanish,No,Yes,Opted In - All Channels,Yes,Email and Postal Mail,Both Electronic and Paper,"7757 Prairie Dr, Dublin, Oh 45942","7757 Prairie Dr, Dublin, Oh 45942",Dublin,OH,Ohio,45942,Dublin County,USA,Owned,13,12/20/1996,350,29.2,Gold,Active,No - Manual Payment,18/10/2015,16/10/2015,71,4,92,25931.5,No,priv-house-serv,Nanny,Midwest Manufacturing Co.,17,Unemployed,<$30K,Masters,0,0,0,$50K-$100K,,Standard,684,38,Low,3,3 prior claim(s) on record,N,No,No,No,No,board-games,2,2,No,,Facebook,No,Yes,David Fitzgerald,AGT-6749,Heartland Insurance Services,d64c8d09832756ee,Verified,10/01/2015,DEV-005AB7ADB36F,Android,Safari,192.168.200.142,No,Chase,dc02cc03b374e471,5236,TOK-F7742B0B9076F8BA,ACH/Bank Transfer,0,No,No,No,No,3,0,No,No
CUST-IL-2258-7737,Customer,225865,Kevin,J,Morris,Kevin J. Morris,7/18/2000,26,Male,Single,not-in-family,O-,US Citizen,3082,IL,DL-IL-61369736,kevin336@mac.com,kmorris@corporate.com,(815) 610-6043,,,SMS Text,English,No,Yes,Opted In - All Channels,Yes,Email Primary / Postal for Legal Notices,Both Electronic and Paper,"361 Greenfield Rd, Berwyn, Il 46545","361 Greenfield Rd, Berwyn, Il 46545",Berwyn,IL,Illinois,46545,Berwyn County,USA,Rented,1,1/21/2018,97,8.1,Silver,Active,Yes - ACH Bank Draft,6/7/2015,1/9/2015,79,5,18,10120.98,No,exec-managerial,Regional Manager,Buckeye Technology Group,1,Full-Time,$60K-$100K,College,0,0,0,$50K-$100K,Chapter 13,Standard,675,72,High,2,2 prior claim(s) on record,Y,Yes,Yes,No,No,sleeping,1,1,No,Multiple,LinkedIn,Yes,Yes,Michael Delgado,AGT-9181,Prairie State Insurance Partners,1b32904f5ad9b62f,Pending,1/01/2011,DEV-D67C453B7CD2,Desktop/Mac,Chrome,192.168.163.238,No,US Bank,0e82f434a8efce3d,2209,TOK-DB9835DE2120FD13,Debit Card,2,No,No,No,No,1,7,No,No
CUST-IL-9849-8298,Customer,984948,James,K,Mitchell,James K. Mitchell,6/15/1971,55,Male,Single,not-in-family,A-,Unknown,9958,IL,DL-IL-78948441,james.mitchell@yahoo.com,jmitchell@support.tech,(312) 274-4966,(847) 317-6733,,Online Portal,English / Spanish Bilingual,No,No,Opted In - Postal Only,No,Email Primary / Postal for Legal Notices,Paper Copy via Postal Mail,"1001 Fairview Terr, Peoria, Il 46466","1001 Fairview Terr, Peoria, Il 46466",Peoria,IL,Illinois,46466,Peoria County,USA,Family-Owned,14,11/20/1992,399,33.2,Platinum,Active,Yes - ACH Bank Draft,13/3/2015,16/2/2015,75,5,70,33101.04,No,tech-support,Help Desk Analyst,Allied Automotive Services,9,Self-Employed,$30K-$60K,JD,0,-65400,-65400,<$50K,,Non-Standard,594,59,Medium,0,0 prior claim(s) on record,N,No,No,No,No,sleeping,3,2,No,Dog,Twitter/X,Yes,Yes,Patricia Morrison,AGT-9221,Tri-State Coverage Associates,be270a3b308353e5,Verified,3/01/2013,DEV-B7ECEBE01A7E,iPhone,Safari,192.168.147.222,No,US Bank,ba22993c98ab3bd8,883,TOK-E63BF78CE8392E6C,Money Order,0,No,No,No,No,1,5,No,No
CUST-IL-8903-8060,Customer,890328,Linda,M,Morris,Linda M. Morris,4/9/1977,49,Female,Other,own-child,B-,US Citizen,5838,IL,DL-IL-32905483,linda642@gmail.com,lmorris@msn.com,(618) 319-9458,(618) 904-1518,(618) 929-3978,Online Portal,English,No,Yes,Opted In - Postal Only,No,Email and Postal Mail,Paper Copy via Postal Mail,"5692 Liberty Ave, Elgin, Il 43085","5692 Liberty Ave, Elgin, Il 43085",Elgin,IL,Illinois,43085,Elgin County,USA,Rented,4,9/20/2000,305,25.4,Gold,Active,Yes - Credit Card,19/9/2015,17/7/2015,60,8,53,34260.65,No,farming-fishing,Employed,Central States Insurance Group,14,Full-Time,$30K-$60K,High School,0,-42100,-42100,<$50K,,Non-Standard,589,97,High,0,0 prior claim(s) on record,N,No,No,Yes,Yes,bungie-jumping,3,3,No,Multiple,,No,Yes,Maria Sullivan,AGT-7175,Tri-State Coverage Associates,8411a58b36f83120,Not Started,10/01/2014,DEV-A52DE227B5EB,Desktop/Windows,Edge,192.168.87.190,No,Chase,e73201d27174a17f,6359,TOK-C1CE3D973CC31C80,Check,0,No,No,No,No,5,5,No,No
CUST-IN-8032-4096,Customer,803294,Andrew,W,Stewart,Andrew W. Stewart,6/1/1979,47,Male,Other,own-child,O+,US Citizen,4981,IN,DL-IN-17250781,stewart.a6@mac.com,astewart@craftsmen.biz,(260) 370-5981,(219) 253-8659,(260) 483-7629,Phone Call,Polish,No,Yes,Opted Out - No Marketing,No,Email Primary / Postal for Legal Notices,Paper Copy via Postal Mail,"3826 Ash Pl, Muncie, In 61571","3826 Ash Pl, Muncie, In 61571",Muncie,IN,Indiana,61571,Muncie County,USA,Rented,13,2/20/2003,276,23.0,Gold,Active,No - Manual Payment,6/1/2015,8/6/2015,63,3,5,39652.92,No,craft-repair,Sheet Metal Worker,Summit Medical Center,22,Full-Time,$60K-$100K,PhD,0,0,0,$50K-$100K,,Standard,686,19,Low,3,3 prior claim(s) on record,N,No,No,No,No,yachting,1,1,No,Dog,Twitter/X,No,Yes,Angela Delgado,AGT-6144,Lakefront Coverage Group,3d6f74b06a3eea75,Verified,1/01/2011,DEV-284CF477A11C,iPad,Chrome,192.168.191.190,No,Wells Fargo,e73d6edc06a1537e,6829,TOK-2F05757076DB1E60,ACH/Bank Transfer,0,No,No,No,No,5,0,No,No
CUST-IN-4149-6899,Customer,414913,Benjamin,L,Sanchez,Benjamin L. Sanchez,9/27/1986,40,Male,Married,husband,B+,US Citizen,9592,IN,DL-IN-22671798,bsanchez75@icloud.com,,(317) 416-2476,(260) 930-1641,(317) 587-7436,SMS Text,English,No,Yes,Opted In - Email Only,Yes,Postal Mail Only,Both Electronic and Paper,"5096 Magnolia Pkwy, South Bend, In 60822","5096 Magnolia Pkwy, South Bend, In 60822",South Bend,IN,Indiana,60822,South Bend County,USA,Owned,16,9/20/2004,257,21.4,Gold,Active,No - Manual Payment,15/9/2015,11/3/2015,67,8,74,29552.43,No,armed-forces,Navy Veteran,Prairie State Industries,6,Full-Time,$100K-$200K,MD,0,0,0,$50K-$100K,Chapter 13,Standard,664,100,High,1,1 prior claim(s) on record,Y,No,No,Yes,Yes,base-jumping,4,1,No,,LinkedIn,No,Yes,David Delgado,AGT-4650,Tri-State Coverage Associates,d0769bad478b3d4f,Verified,3/01/2010,DEV-A078C4DBE6A8,Desktop/Mac,Unknown,192.168.248.118,No,Fifth Third,1d943fcc3047644a,8975,TOK-CC2706926DF13D20,Check,1,No,No,No,No,4,4,No,No
CUST-IN-4145-4772,Customer,414519,Jack,C,Jones,Jack C. Jones,11/11/1995,31,Male,Other,own-child,AB+,US Citizen,4867,IN,DL-IN-77837754,jjones16@outlook.com,,(317) 240-7411,(812) 985-2301,,Online Portal,English,No,Yes,Opted In - All Channels,Yes,Postal Mail Only,Online Portal Only,"3081 Hickory Ln, Bloomington, In 45753","3081 Hickory Ln, Bloomington, In 45753",Bloomington,IN,Indiana,45753,Bloomington County,USA,Owned,1,8/22/2019,78,6.5,Silver,Active,Yes - Credit Card,27/2/2015,21/4/2015,69,3,32,10104.9,No,protective-serv,Employed,Tri-State Construction LLC,5,Part-Time,$60K-$100K,PhD,0,-27900,-27900,<$50K,,Non-Standard,574,76,High,3,3 prior claim(s) on record,Y,No,No,No,No,board-games,1,1,No,Multiple,Twitter/X,Yes,Yes,Lisa Delgado,AGT-7333,Midwest Auto Insurance Agency,792ac3cb1c460cab,Verified,2/01/2015,DEV-AF652C5C92BB,Android,Safari,192.168.235.123,No,Wells Fargo,cfd74af35c6b031a,8,TOK-96A13B879FF5ACE1,Credit Card,3,No,No,No,No,3,6,No,No
CUST-OH-8184-3568,Customer,818413,Joseph,W,Morris,Joseph W. Morris,1/19/1998,28,Male,Single,not-in-family,O+,Permanent Resident,6277,OH,DL-OH-22022972,joseph.morris@gmail.com,,(330) 283-6387,(937) 679-6144,(330) 753-7301,Postal Mail,English,No,Yes,Opted Out - No Marketing,Yes,Email Primary / Postal for Legal Notices,Both Electronic and Paper,"6950 River Ct, Lakewood, Oh 44254","Po Box 6795, Lakewood, Oh 44254",Lakewood,OH,Ohio,44254,Lakewood County,USA,Owned,9,5/23/2015,129,10.8,Silver,Active,Yes - ACH Bank Draft,20/2/2015,2/8/2015,61,9,71,14813.07,No,machine-op-inspct,CNC Operator,Keystone Industrial Corp.,5,Full-Time,$100K-$200K,Masters,0,0,0,$50K-$100K,,Standard,656,85,High,0,0 prior claim(s) on record,N,No,No,No,Yes,base-jumping,2,2,No,,LinkedIn,No,Yes,Lisa Okafor,AGT-5775,Heartland Insurance Services,503daa4eaa332a19,Verified,1/01/2013,DEV-F1FE767E2794,iPhone,Unknown,192.168.139.137,No,Fifth Third,038f094a1f419676,4657,TOK-9690657F3FC7114D,Money Order,0,No,No,No,No,4,4,No,No
CUST-IL-4873-9275,Customer,487356,Carolyn,L,Baker,Carolyn L. Baker,5/16/1980,46,Female,Married,husband,AB-,US Citizen,4661,IL,DL-IL-16629289,carolyn.baker@outlook.com,,(773) 321-3743,,(773) 386-1631,Postal Mail,English,Yes,Yes,Opted In - Postal Only,No,Email Primary / Postal for Legal Notices,Paper Copy via Postal Mail,"8004 Sycamore Pkwy, Naperville, Il 45533","8004 Sycamore Pkwy, Naperville, Il 45533",Naperville,IL,Illinois,45533,Naperville County,USA,Owned,7,7/22/2002,283,23.6,Gold,Active,No - Manual Payment,18/12/2015,25/10/2015,81,2,2,30971.52,No,transport-moving,Delivery Driver,Hoosier Logistics Inc.,1,Unemployed,>$200K,PhD,53500,-73600,-20100,<$50K,,Non-Standard,605,100,High,0,0 prior claim(s) on record,Y,Yes,No,Yes,No,reading,4,3,No,,Instagram,Yes,Yes,Robert Okafor,AGT-4144,Central Midwest Agency,a3fec0a215a8c9a1,Verified,10/01/2012,DEV-FC1E69999C9A,iPhone,Chrome,172.16.0.12,Yes,Chase,4cdf760812b9cda3,9224,TOK-EE1F53BFE656A47C,ACH/Bank Transfer,0,No,No,No,No,0,2,No,No
CUST-IN-1597-8616,Customer,159768,Pamela,M,Clark,Pamela M. Clark,7/21/2001,25,Female,Single,unmarried,AB-,US Citizen,3203,IN,DL-IN-10092754,pamela83@protonmail.com,pclark@support.tech,(812) 968-5704,(765) 355-2944,(812) 287-7253,SMS Text,English,Yes,Yes,Opted In - Email Only,Yes,Email Only,Electronic (PDF via Email),"1143 Lincoln Cir, Carmel, In 43953","Po Box 3286, Carmel, In 43953",Carmel,IN,Indiana,43953,Carmel County,USA,Owned,4,1/21/2019,85,7.1,Silver,Active,Yes - ACH Bank Draft,7/10/2015,27/11/2015,93,3,45,8918.2,No,tech-support,IT Support Specialist,Hoosier Logistics Inc.,2,Full-Time,>$200K,JD,67000,-53600,13400,$50K-$100K,,Standard Plus,704,65,Medium,0,0 prior claim(s) on record,N,No,No,No,Yes,base-jumping,1,1,No,Cat,LinkedIn,Yes,No,Kevin Fitzgerald,AGT-2248,Lakefront Coverage Group,83e9e50b628c15a6,Verified,11/01/2014,DEV-66287A1E4242,Android,Firefox,192.168.115.233,No,Bank of America,9dddf597bd235b84,6292,TOK-25EB5DDB149F7BA1,Debit Card,0,No,No,No,No,4,1,No,No
CUST-IL-8658-4072,Customer,865839,Emma,K,Lee,Emma K. Lee,6/14/2000,26,Female,Married,husband,O-,Permanent Resident,7821,IL,DL-IL-91310252,elee25@outlook.com,,(630) 532-4779,(217) 265-5877,,Online Portal,English,No,Yes,Opted In - Email Only,Yes,Email and Postal Mail,Both Electronic and Paper,"4917 Ash Pl, Chicago, Il 46242","4917 Ash Pl, Chicago, Il 46242",Chicago,IL,Illinois,46242,Chicago County,USA,Rented,4,9/21/2017,101,8.4,Silver,Active,Yes - ACH Bank Draft,7/1/2015,10/8/2015,79,7,52,11546.32,No,prof-specialty,Attorney,Metro Transit Authority,3,Self-Employed,$60K-$100K,MD,0,0,0,$50K-$100K,,Standard,687,52,Medium,0,0 prior claim(s) on record,N,No,No,No,No,reading,5,3,No,Multiple,Instagram,Yes,Yes,Maria Okafor,AGT-5608,Central Midwest Agency,d976620eb878193d,Failed,5/01/2013,DEV-8E1D6B887079,Desktop/Mac,Edge,192.168.8.77,No,Wells Fargo,ff9074113785fb06,4498,TOK-53F8AB1F2F8AA62C,Check,0,No,No,No,No,1,6,No,No
CUST-OH-4065-7065,Customer,406567,Donald,R,Howard,Donald R. Howard,9/4/1996,30,Male,Married,wife,O+,US Citizen,8847,OH,DL-OH-11442445,howard.d6@icloud.com,,(419) 429-7114,(216) 748-7563,(419) 371-2157,Email,Spanish,No,Yes,Opted In - All Channels,No,SMS and Email,Paper Copy via Postal Mail,"3151 Willow Cir, Cincinnati, Oh 44891","3151 Willow Cir, Cincinnati, Oh 44891",Cincinnati,OH,Ohio,44891,Cincinnati County,USA,Family-Owned,1,2/20/2018,96,8.0,Silver,Active,Yes - ACH Bank Draft,11/12/2015,26/12/2015,66,2,49,11194.56,No,prof-specialty,Accountant,Keystone Industrial Corp.,5,Retired,<$30K,College,38900,-48700,-9800,<$50K,Chapter 13,Standard,674,30,Low,0,0 prior claim(s) on record,N,No,No,No,No,hiking,4,2,No,Dog,Instagram,Yes,No,James Nguyen,AGT-6658,Midwest Auto Insurance Agency,881acc7fa168001c,Verified,1/01/2012,DEV-26355F9018F3,Unknown,Chrome,192.168.5.250,No,Bank of America,a37af98f31660aad,6210,TOK-D26198522C53C443,Check,0,No,No,No,No,0,0,No,No
