:ID,:LABEL,transaction_id,transaction_type,linked_claim_id,linked_policy_number,amount_usd,payment_account_id,payment_routing_hash,payment_method,transaction_date,bank_name,routing_number_hash,account_type,transaction_status,fraud_flag,velocity_flag,round_amount_flag,payee_name,payee_entity_id,payment_channel,is_shared_account_flag,counterparty_entity_type,days_to_payment,suspicious_timing_flag
TXN-000402,FinancialTransaction,TXN-000402,Premium Payment,,577810,7306.7,PAY-3536A7C8D5,e13b6583b170f832,Credit Card,19/4/2015,Citibank,eb33fe627906,Checking,Cleared,No,No,No,Insurance Carrier,,Wire,No,RepairShop,43,No
TXN-000403,FinancialTransaction,TXN-000403,Claim Payment,CLM-873114,873114,3080.0,PAY-CF1437986D,a30bf77eb47144fe,Wire Transfer,,Citibank,169aede6d98e,Checking,Cleared,No,No,No,Lienholder,CLM-873114,Venmo,No,Lawyer,52,No
TXN-000404,FinancialTransaction,TXN-000404,Premium Payment,,873114,309.42,PAY-CF1437986D,a30bf77eb47144fe,ACH,22/6/2015,Citibank,cbcfc0169936,Checking,Cleared,No,No,No,Insurance Carrier,,Unknown,No,Customer,35,No
TXN-000405,FinancialTransaction,TXN-000405,Premium Payment,,994538,7136.43,PAY-13F907E383,eed796eec3b1cdcf,Credit Card,13/10/2015,Citibank,6740d0f08eef,Checking,Cleared,No,No,No,Insurance Carrier,,Zelle,No,Customer,6,No
TXN-000406,FinancialTransaction,TXN-000406,Premium Payment,,727792,4988.45,PAY-DBA83AC9B2,344c2277ff6ad37e,Check,9/2/2015,Chase,28b1685092aa,Savings,Cleared,No,No,No,Insurance Carrier,,ACH,No,RepairShop,60,No
TXN-000407,FinancialTransaction,TXN-000407,Claim Payment,CLM-522506,522506,64920.0,PAY-3B45B54275,496ded2c731b082f,Wire Transfer,5/12/2015,Wells Fargo,009ac7793e23,Checking,Flagged,No,No,No,Attorney,CLM-522506,Wire,No,Lawyer,49,No
TXN-000408,FinancialTransaction,TXN-000408,Premium Payment,,522506,6099.58,PAY-3B45B54275,496ded2c731b082f,ACH,20/10/2015,Citibank,40df2ca5fdb5,Savings,Cleared,No,No,No,Insurance Carrier,,ACH,No,Unknown,49,No
TXN-000409,FinancialTransaction,TXN-000409,Premium Payment,,367595,3619.71,PAY-9D38DACEC5,ba5e5cb9fab8977d,Check,13/5/2015,Wells Fargo,1441aa7e16e2,Savings,Cleared,No,No,No,Insurance Carrier,,Wire,No,Lawyer,30,No
TXN-000410,FinancialTransaction,TXN-000410,Claim Payment,CLM-586104,586104,64080.0,PAY-BC3B090B2C,73e0b99bead8b675,ACH,10/10/2015,BOA,17a3e404a7f2,Savings,Cleared,No,No,No,Medical Provider,CLM-586104,Unknown,No,Customer,37,No
TXN-000411,FinancialTransaction,TXN-000411,Premium Payment,,586104,5782.42,PAY-BC3B090B2C,73e0b99bead8b675,ACH,7/10/2015,Citibank,deaa20232408,Checking,Cleared,No,No,No,Insurance Carrier,,Check,No,Customer,9,No
TXN-000412,FinancialTransaction,TXN-000412,Premium Payment,,424862,5484.47,PAY-606BC95255,b7d35717d5c270ee,ACH,13/5/2015,Wells Fargo,4bd1f1395127,Savings,Cleared,No,No,No,Insurance Carrier,,Check,No,Hospital,6,No
TXN-000413,FinancialTransaction,TXN-000413,Claim Payment,CLM-512813,512813,64350.0,PAY-0A8FAEFAFD,e462f31fd4b8c5b8,Direct Deposit,28/3/2015,Chase,ad1acdbcfd09,Savings,Cleared,No,Yes,No,Insured,CLM-512813,Zelle,No,RepairShop,53,No
TXN-000414,FinancialTransaction,TXN-000414,Premium Payment,,512813,5400.1,PAY-0A8FAEFAFD,e462f31fd4b8c5b8,Check,7/7/2015,Wells Fargo,2807d245db39,Checking,Cleared,No,No,No,Insurance Carrier,,Venmo,No,Hospital,52,No
TXN-000415,FinancialTransaction,TXN-000415,Claim Payment,CLM-356768,356768,70900.0,PAY-2AC9300A0D,354037a1d6b4edf8,Wire Transfer,,Chase,42fdd40953a9,Checking,Flagged,No,No,Yes,Lienholder,CLM-356768,ACH,No,Customer,59,No
TXN-000416,FinancialTransaction,TXN-000416,Premium Payment,,356768,6506.13,PAY-2AC9300A0D,354037a1d6b4edf8,ACH,24/6/2015,Chase,1ea7cf3335c7,Checking,Cleared,No,No,No,Insurance Carrier,,Venmo,No,Unknown,45,No
TXN-000417,FinancialTransaction,TXN-000417,Claim Payment,CLM-330506,330506,46560.0,PAY-02341FB3FB,848ee3d506d0bf0d,Direct Deposit,1/9/2015,Citibank,73280506a413,Checking,Cleared,No,No,No,Medical Provider,CLM-330506,Wire,No,Customer,30,No
TXN-000418,FinancialTransaction,TXN-000418,Premium Payment,,330506,4259.6,PAY-02341FB3FB,848ee3d506d0bf0d,ACH,18/3/2015,Citibank,df887f7b49bd,Checking,Cleared,No,No,No,Insurance Carrier,,Unknown,No,Lawyer,7,No
TXN-000419,FinancialTransaction,TXN-000419,Claim Payment,CLM-779075,779075,4730.0,PAY-48259FD247,6553d7c2800c8198,Direct Deposit,28/11/2015,Wells Fargo,fb699563e0df,Checking,Flagged,No,No,No,Medical Provider,CLM-779075,Zelle,No,Lawyer,30,No
TXN-000420,FinancialTransaction,TXN-000420,Premium Payment,,779075,425.69,PAY-48259FD247,6553d7c2800c8198,Check,12/2/2015,Chase,a5a789e8f4ce,Checking,Cleared,No,No,No,Insurance Carrier,,Check,No,Unknown,20,No
TXN-000421,FinancialTransaction,TXN-000421,Claim Payment,CLM-799501,799501,6820.0,PAY-55B3E1FC67,bce6c0199cc6ee66,Credit Card,23/12/2015,Chase,dea01964c5ec,Checking,Flagged,No,No,No,Repair Shop,CLM-799501,Check,No,Unknown,44,No
TXN-000422,FinancialTransaction,TXN-000422,Premium Payment,,799501,575.94,PAY-55B3E1FC67,bce6c0199cc6ee66,ACH,26/3/2015,Citibank,3f9e65fc6bd9,Savings,Cleared,No,No,No,Insurance Carrier,,Zelle,No,Hospital,42,No
TXN-000423,FinancialTransaction,TXN-000423,Premium Payment,,987905,5608.95,PAY-1B95303171,2e299910cb54ea3d,ACH,25/8/2015,Citibank,01cf082fb764,Checking,Cleared,No,No,No,Insurance Carrier,,ACH,No,Unknown,46,No
TXN-000424,FinancialTransaction,TXN-000424,Claim Payment,CLM-967756,967756,79560.0,PAY-BF2232C71E,5cf7d60f833e08e8,ACH,,Citibank,1a30b0491275,Savings,Cleared,No,No,No,Attorney,CLM-967756,Venmo,No,Customer,50,No
TXN-000425,FinancialTransaction,TXN-000425,Premium Payment,,967756,7509.88,PAY-BF2232C71E,5cf7d60f833e08e8,Credit Card,24/4/2015,BOA,3697a114b078,Checking,Cleared,No,No,No,Insurance Carrier,,Wire,No,RepairShop,30,No
TXN-000426,FinancialTransaction,TXN-000426,Premium Payment,,830414,5994.95,PAY-9EEF0EE8E6,fbcfb8a746196a2f,ACH,1/10/2015,Chase,8080d2922bcb,Checking,Cleared,No,No,No,Insurance Carrier,,Venmo,Yes,Lawyer,31,No
TXN-000427,FinancialTransaction,TXN-000427,Claim Payment,CLM-127313,127313,63910.0,PAY-3217A47F19,c6847e69888fc67d,Direct Deposit,23/4/2015,Chase,ac65941442d6,Checking,Cleared,No,No,No,Attorney,CLM-127313,Check,No,Lawyer,15,No
TXN-000428,FinancialTransaction,TXN-000428,Premium Payment,,127313,5752.24,PAY-3217A47F19,c6847e69888fc67d,Check,9/3/2015,Citibank,cb31675443cf,Savings,Cleared,No,No,No,Insurance Carrier,,Zelle,No,Customer,15,No
TXN-000429,FinancialTransaction,TXN-000429,Claim Payment,CLM-786957,786957,6400.0,PAY-27870F75D6,e4474eb2bd2b7184,ACH,28/1/2015,BOA,b470d374677a,Checking,Cleared,No,No,Yes,Medical Provider,CLM-786957,Check,No,RepairShop,10,No
TXN-000430,FinancialTransaction,TXN-000430,Premium Payment,,786957,653.58,PAY-27870F75D6,e4474eb2bd2b7184,ACH,15/1/2015,Citibank,bc45e3f85ffa,Savings,Cleared,No,No,No,Insurance Carrier,,Unknown,No,Unknown,56,No
TXN-000431,FinancialTransaction,TXN-000431,Claim Payment,CLM-332892,332892,66780.0,PAY-D6FE6704CE,25b6cd3ebe9922df,ACH,6/8/2015,BOA,676774837b93,Checking,Cleared,No,Yes,No,Lienholder,CLM-332892,Check,No,Hospital,58,No
TXN-000432,FinancialTransaction,TXN-000432,Premium Payment,,332892,6240.73,PAY-D6FE6704CE,25b6cd3ebe9922df,ACH,23/1/2015,Citibank,af17475c22e3,Checking,Cleared,No,No,No,Insurance Carrier,,Wire,No,RepairShop,40,No
TXN-000433,FinancialTransaction,TXN-000433,Claim Payment,CLM-448642,448642,8760.0,PAY-227E6AF348,c7668d1363c845f6,ACH,23/8/2015,Chase,62322965f9e2,Savings,Cleared,No,No,No,Lienholder,CLM-448642,ACH,No,Customer,17,No
TXN-000434,FinancialTransaction,TXN-000434,Premium Payment,,448642,896.52,PAY-227E6AF348,c7668d1363c845f6,ACH,27/10/2015,Wells Fargo,e77db062240d,Checking,Cleared,No,No,No,Insurance Carrier,,ACH,No,Unknown,59,No
TXN-000435,FinancialTransaction,TXN-000435,Premium Payment,,526039,9420.46,PAY-78409A5F34,b20e57144f230aca,Credit Card,1/4/2015,Wells Fargo,d05547799d22,Checking,Cleared,No,No,No,Insurance Carrier,,Unknown,No,Unknown,24,No
TXN-000436,FinancialTransaction,TXN-000436,Claim Payment,CLM-444422,444422,51570.0,PAY-C14588A6B4,8a89dfd04a550810,Wire Transfer,6/5/2015,BOA,2d36b558953e,Checking,Cleared,No,No,No,Insured,CLM-444422,Wire,No,Unknown,26,No
TXN-000437,FinancialTransaction,TXN-000437,Premium Payment,,444422,5342.33,PAY-C14588A6B4,8a89dfd04a550810,Check,28/6/2015,BOA,1dded0135897,Savings,Cleared,No,No,No,Insurance Carrier,,Zelle,No,RepairShop,12,No
TXN-000438,FinancialTransaction,TXN-000438,Claim Payment,CLM-689500,689500,52700.0,PAY-131FC1ABFD,32ab47198985c199,Credit Card,,BOA,51e216f2a470,Checking,Cleared,Yes,Yes,Yes,Insured,CLM-689500,Venmo,No,Unknown,45,No
TXN-000439,FinancialTransaction,TXN-000439,Premium Payment,,689500,4799.24,PAY-131FC1ABFD,32ab47198985c199,ACH,25/3/2015,Wells Fargo,fa95821d2a6c,Checking,Cleared,No,No,No,Insurance Carrier,,Zelle,No,RepairShop,59,No
TXN-000440,FinancialTransaction,TXN-000440,Premium Payment,,806081,9315.48,PAY-52C35D40B7,6a374d1b9a7a741e,Check,26/8/2015,Citibank,de33c1029cfc,Checking,Cleared,No,No,No,Insurance Carrier,,Venmo,No,Customer,43,No
TXN-000441,FinancialTransaction,TXN-000441,Claim Payment,CLM-384618,384618,53400.0,PAY-E2A5B43E6C,5a2ba2ce48d5c7fe,Credit Card,2/4/2015,Wells Fargo,a24e95b1cb6e,Checking,Flagged,No,Yes,Yes,Repair Shop,CLM-384618,ACH,No,Hospital,22,No
TXN-000442,FinancialTransaction,TXN-000442,Premium Payment,,384618,4666.94,PAY-E2A5B43E6C,5a2ba2ce48d5c7fe,ACH,4/2/2015,Citibank,9c3db10fd1a3,Savings,Pending,No,No,No,Insurance Carrier,,Check,No,RepairShop,51,No
TXN-000443,FinancialTransaction,TXN-000443,Claim Payment,CLM-756459,756459,72120.0,PAY-A48BD5F78B,5b139e187637060e,ACH,21/4/2015,Wells Fargo,139ce1514c25,Savings,Cleared,No,No,No,Insured,CLM-756459,Check,No,Customer,56,No
TXN-000444,FinancialTransaction,TXN-000444,Premium Payment,,756459,7425.78,PAY-A48BD5F78B,5b139e187637060e,ACH,20/8/2015,Wells Fargo,7ca9a7ea974a,Savings,Pending,No,No,No,Insurance Carrier,,Unknown,No,RepairShop,57,No
TXN-000445,FinancialTransaction,TXN-000445,Premium Payment,,655787,7454.91,PAY-A7EA691115,96cbeebdff4350cc,ACH,6/3/2015,Citibank,346ab19071e3,Checking,Cleared,No,No,No,Insurance Carrier,,Zelle,No,Customer,21,No
TXN-000446,FinancialTransaction,TXN-000446,Premium Payment,,419954,297.22,PAY-5DD5C39178,bf65f1da275b0479,Check,22/7/2015,Wells Fargo,15d9fd1e5fa2,Checking,Cleared,No,No,No,Insurance Carrier,,Wire,No,Hospital,30,No
TXN-000447,FinancialTransaction,TXN-000447,Claim Payment,CLM-275092,275092,5940.0,PAY-B87847F0A4,3da3ab337ce025d1,Credit Card,8/1/2015,Citibank,e5dd54ccd020,Checking,Cleared,No,No,No,Repair Shop,CLM-275092,Venmo,No,Lawyer,32,No
TXN-000448,FinancialTransaction,TXN-000448,Premium Payment,,275092,569.91,PAY-B87847F0A4,3da3ab337ce025d1,ACH,11/11/2015,BOA,498be0d4957f,Checking,Cleared,No,No,No,Insurance Carrier,,Check,Yes,Hospital,2,No
TXN-000449,FinancialTransaction,TXN-000449,Claim Payment,CLM-515698,515698,63720.0,PAY-D3401FFEB9,3bff9ca2b0808608,ACH,18/1/2015,Citibank,dd042156ad21,Checking,Cleared,No,No,No,Insured,CLM-515698,Unknown,No,Lawyer,5,No
TXN-000450,FinancialTransaction,TXN-000450,Premium Payment,,515698,5115.79,PAY-D3401FFEB9,3bff9ca2b0808608,Credit Card,11/7/2015,BOA,c4c3b69d7c7c,Checking,Cleared,No,No,No,Insurance Carrier,,Zelle,No,Lawyer,31,No
TXN-000451,FinancialTransaction,TXN-000451,Claim Payment,CLM-132871,132871,7680.0,PAY-6B687C876F,21e942ffd2eead71,Wire Transfer,,Citibank,34909e2123e9,Checking,Cleared,No,No,No,Attorney,CLM-132871,Wire,No,Unknown,8,No
TXN-000452,FinancialTransaction,TXN-000452,Premium Payment,,132871,661.89,PAY-6B687C876F,21e942ffd2eead71,ACH,14/6/2015,Citibank,dd084b5f85ea,Checking,Cleared,No,No,No,Insurance Carrier,,ACH,No,RepairShop,23,No
TXN-000453,FinancialTransaction,TXN-000453,Premium Payment,,714929,7898.22,PAY-A90B344696,be004de7d99200f1,ACH,21/11/2015,Chase,a6479c47d69e,Checking,Cleared,No,No,No,Insurance Carrier,,Wire,No,Unknown,31,No
TXN-000454,FinancialTransaction,TXN-000454,Claim Payment,CLM-297816,297816,87300.0,PAY-2ADAE24404,2b38b97304c476fb,Check,,Wells Fargo,73f685813e01,Checking,Cleared,No,No,Yes,Repair Shop,CLM-297816,ACH,No,Customer,30,No
TXN-000455,FinancialTransaction,TXN-000455,Premium Payment,,297816,7181.0,PAY-2ADAE24404,2b38b97304c476fb,ACH,15/12/2015,Citibank,6c0811512661,Checking,Cleared,No,No,No,Insurance Carrier,,Zelle,No,Customer,55,No
TXN-000456,FinancialTransaction,TXN-000456,Premium Payment,,426708,527.21,PAY-FC539BD597,c527fa2b9bcf4736,Check,7/2/2015,Wells Fargo,3e3f4b85882f,Checking,Cleared,No,No,No,Insurance Carrier,,Wire,No,Customer,11,No
TXN-000457,FinancialTransaction,TXN-000457,Claim Payment,CLM-615047,615047,65800.0,PAY-3BA7620C42,346d83127eed9a61,Credit Card,,BOA,fb266d6f6c56,Savings,Cleared,No,No,Yes,Attorney,CLM-615047,Unknown,No,Unknown,19,No
TXN-000458,FinancialTransaction,TXN-000458,Premium Payment,,615047,6397.88,PAY-3BA7620C42,346d83127eed9a61,ACH,22/5/2015,Citibank,021ac4ddb4c1,Savings,Cleared,No,No,No,Insurance Carrier,,Zelle,No,Hospital,50,No
TXN-000459,FinancialTransaction,TXN-000459,Premium Payment,,771236,3117.55,PAY-1C97376069,a82e21f1eb4ce707,ACH,1/1/2015,Wells Fargo,9b62485b2493,Savings,Cleared,No,No,No,Insurance Carrier,,ACH,No,Unknown,23,No
TXN-000460,FinancialTransaction,TXN-000460,Premium Payment,,235869,4371.06,PAY-4AD34E4E6C,05b16569dae9ea5b,Check,28/8/2015,BOA,57895529af5a,Checking,Cleared,No,No,No,Insurance Carrier,,Unknown,No,Unknown,39,No
TXN-000461,FinancialTransaction,TXN-000461,Premium Payment,,931625,4834.8,PAY-3441A1E7A8,2fe0b93b7ed7b57d,Credit Card,28/1/2015,BOA,da23037c8cc7,Checking,Cleared,No,No,No,Insurance Carrier,,Check,No,Hospital,37,No
TXN-000462,FinancialTransaction,TXN-000462,Claim Payment,CLM-371635,371635,77440.0,PAY-B6DD85369A,bd1086f126f0970a,ACH,7/6/2015,Wells Fargo,3dd64d9850bd,Savings,Cleared,No,No,No,Lienholder,CLM-371635,Unknown,No,Hospital,9,No
TXN-000463,FinancialTransaction,TXN-000463,Premium Payment,,371635,7372.4,PAY-B6DD85369A,bd1086f126f0970a,Check,4/3/2015,Citibank,fbd7448a1ea4,Checking,Cleared,No,No,No,Insurance Carrier,,Check,No,Hospital,33,No
TXN-000464,FinancialTransaction,TXN-000464,Claim Payment,CLM-427199,427199,45700.0,PAY-C3952C2DB3,8ca0f52f1cee9e23,Wire Transfer,,BOA,16568d70ba8d,Checking,Cleared,No,No,Yes,Medical Provider,CLM-427199,Unknown,No,RepairShop,7,No
TXN-000465,FinancialTransaction,TXN-000465,Premium Payment,,427199,4128.31,PAY-C3952C2DB3,8ca0f52f1cee9e23,Credit Card,17/4/2015,Wells Fargo,2dd331c8e5f4,Checking,Cleared,No,No,No,Insurance Carrier,,ACH,No,Unknown,26,No
TXN-000466,FinancialTransaction,TXN-000466,Claim Payment,CLM-261315,261315,80740.0,PAY-F41B94730C,64700b08d34ba2dc,Check,27/11/2015,Chase,d381454ce82e,Checking,Cleared,No,No,No,Medical Provider,CLM-261315,Venmo,Yes,RepairShop,53,No
TXN-000467,FinancialTransaction,TXN-000467,Premium Payment,,261315,7063.29,PAY-F41B94730C,64700b08d34ba2dc,ACH,7/3/2015,Wells Fargo,5bd3541d32ee,Checking,Cleared,No,No,No,Insurance Carrier,,Venmo,No,Lawyer,46,No
TXN-000468,FinancialTransaction,TXN-000468,Claim Payment,CLM-582973,582973,31350.0,PAY-C58133152D,145726df78edff27,ACH,,BOA,6fee5d57299e,Checking,Cleared,No,Yes,No,Lienholder,CLM-582973,Check,No,Lawyer,51,No
TXN-000469,FinancialTransaction,TXN-000469,Premium Payment,,582973,2913.65,PAY-C58133152D,145726df78edff27,ACH,10/5/2015,Chase,9023a17f5ebc,Savings,Cleared,No,No,No,Insurance Carrier,,Check,No,Unknown,7,No
TXN-000470,FinancialTransaction,TXN-000470,Premium Payment,,278091,3402.72,PAY-EF49277FFE,ce4a09fefbfb399d,Check,4/6/2015,BOA,a60cd52b2b2d,Savings,Cleared,No,No,No,Insurance Carrier,,Wire,No,Customer,21,No
TXN-000471,FinancialTransaction,TXN-000471,Claim Payment,CLM-153154,153154,68000.0,PAY-787D1CFF37,c886ec6b8feab387,Check,2/12/2015,Wells Fargo,ae28f4c29f4f,Checking,Cleared,No,No,Yes,Repair Shop,CLM-153154,Unknown,No,Hospital,36,No
TXN-000472,FinancialTransaction,TXN-000472,Premium Payment,,153154,5740.37,PAY-787D1CFF37,c886ec6b8feab387,ACH,27/2/2015,Chase,6fa3be50a425,Savings,Cleared,No,No,No,Insurance Carrier,,Unknown,No,RepairShop,42,No
TXN-000473,FinancialTransaction,TXN-000473,Claim Payment,CLM-515217,515217,84500.0,PAY-E291A52441,03df09b263ee7f55,ACH,19/10/2015,Citibank,e106f359952f,Savings,Cleared,No,No,Yes,Attorney,CLM-515217,Unknown,No,Lawyer,5,No
TXN-000474,FinancialTransaction,TXN-000474,Premium Payment,,515217,7676.16,PAY-E291A52441,03df09b263ee7f55,ACH,1/1/2015,Chase,5cae6d51af52,Checking,Cleared,No,No,No,Insurance Carrier,,Unknown,No,Unknown,51,No
TXN-000475,FinancialTransaction,TXN-000475,Claim Payment,CLM-860497,860497,75500.0,PAY-855C7B5997,2b68fb5f5941b8e0,ACH,2/9/2015,BOA,3d2873fe5ec9,Checking,Reversed,No,No,Yes,Insured,CLM-860497,Wire,No,Customer,20,No
TXN-000476,FinancialTransaction,TXN-000476,Premium Payment,,860497,7125.82,PAY-855C7B5997,2b68fb5f5941b8e0,Check,23/9/2015,Wells Fargo,b8dbe7476e73,Savings,Cleared,No,No,No,Insurance Carrier,,Check,No,Unknown,35,No
TXN-000477,FinancialTransaction,TXN-000477,Claim Payment,CLM-351741,351741,90600.0,PAY-5A7149C441,607dd9ee08685a15,Credit Card,,Wells Fargo,08bea29f7341,Savings,Reversed,No,No,Yes,Repair Shop,CLM-351741,Venmo,No,Customer,30,No
TXN-000478,FinancialTransaction,TXN-000478,Premium Payment,,351741,8310.31,PAY-5A7149C441,607dd9ee08685a15,ACH,20/12/2015,Chase,97a884c6ac60,Checking,Cleared,No,No,No,Insurance Carrier,,Wire,No,Unknown,26,No
TXN-000479,FinancialTransaction,TXN-000479,Claim Payment,CLM-403737,403737,64320.0,PAY-2E1B58DA6A,801109a7a89e6df2,Direct Deposit,17/2/2015,Chase,7c291890c038,Checking,Cleared,No,No,No,Lienholder,CLM-403737,ACH,No,Hospital,38,No
TXN-000480,FinancialTransaction,TXN-000480,Premium Payment,,403737,5250.01,PAY-2E1B58DA6A,801109a7a89e6df2,ACH,8/10/2015,BOA,e0dffaf44df1,Checking,Cleared,No,No,No,Insurance Carrier,,Wire,No,Hospital,27,No
TXN-000481,FinancialTransaction,TXN-000481,Premium Payment,,162004,2607.8,PAY-C147FC455D,e113dbc5fe3b5570,ACH,4/2/2015,Wells Fargo,e242142b5f2f,Checking,Cleared,No,No,No,Insurance Carrier,,Wire,No,Customer,16,No
TXN-000482,FinancialTransaction,TXN-000482,Premium Payment,,740384,6469.9,PAY-EA286E8671,9be79b6d4304c74e,ACH,22/5/2015,BOA,fa16ca2ce7fb,Checking,Cleared,No,No,No,Insurance Carrier,,Wire,No,Unknown,40,No
TXN-000483,FinancialTransaction,TXN-000483,Premium Payment,,876714,7269.65,PAY-E2EC68B956,9e11ef3eb0303a88,ACH,19/1/2015,Wells Fargo,6ac5de587922,Checking,Cleared,No,No,No,Insurance Carrier,,Zelle,No,Hospital,16,No
TXN-000484,FinancialTransaction,TXN-000484,Claim Payment,CLM-951543,951543,63600.0,PAY-F7A89721D5,735f138b05c44c77,Wire Transfer,17/9/2015,Chase,9a7af9941fb5,Checking,Cleared,No,No,Yes,Repair Shop,CLM-951543,ACH,No,Unknown,36,No
TXN-000485,FinancialTransaction,TXN-000485,Premium Payment,,951543,5089.92,PAY-F7A89721D5,735f138b05c44c77,ACH,6/12/2015,BOA,074b655b7470,Checking,Pending,No,No,No,Insurance Carrier,,Check,No,Unknown,11,No
TXN-000486,FinancialTransaction,TXN-000486,Premium Payment,,576723,3381.49,PAY-924956603F,4e1fb41126d00189,ACH,2/8/2015,BOA,a06a0e500ba2,Checking,Pending,No,No,No,Insurance Carrier,,Venmo,No,Hospital,31,No
TXN-000487,FinancialTransaction,TXN-000487,Claim Payment,CLM-391003,391003,44190.0,PAY-4EF81CFBBF,9f05ec06c17da794,Wire Transfer,4/1/2015,Wells Fargo,68656332bef6,Savings,Cleared,No,No,No,Insured,CLM-391003,Venmo,No,Lawyer,25,No
TXN-000488,FinancialTransaction,TXN-000488,Premium Payment,,391003,4470.93,PAY-4EF81CFBBF,9f05ec06c17da794,ACH,24/3/2015,Chase,2989c915497b,Savings,Cleared,No,No,No,Insurance Carrier,,Check,No,Lawyer,5,No
TXN-000489,FinancialTransaction,TXN-000489,Premium Payment,,225865,4746.58,PAY-30E287DA03,4ebc91ef2e9bae9d,ACH,13/4/2015,Chase,8fee84e016d9,Checking,Cleared,No,No,No,Insurance Carrier,,Zelle,No,Unknown,22,No
TXN-000490,FinancialTransaction,TXN-000490,Premium Payment,,984948,7529.79,PAY-C2CCE893EE,c5a36714d4ecd2a2,ACH,11/10/2015,Chase,c3250270a178,Savings,Cleared,No,No,No,Insurance Carrier,,Venmo,No,Lawyer,14,No
TXN-000491,FinancialTransaction,TXN-000491,Claim Payment,CLM-890328,890328,66550.0,PAY-E9F685014A,09ab71d88881777f,Wire Transfer,21/2/2015,Wells Fargo,fe950bd812e1,Savings,Cleared,No,No,No,Lienholder,CLM-890328,Wire,No,RepairShop,53,No
TXN-000492,FinancialTransaction,TXN-000492,Premium Payment,,890328,6218.99,PAY-E9F685014A,09ab71d88881777f,ACH,24/4/2015,Wells Fargo,87af2ca964a9,Checking,Cleared,No,No,No,Insurance Carrier,,Venmo,No,Hospital,45,No
TXN-000493,FinancialTransaction,TXN-000493,Claim Payment,CLM-803294,803294,65780.0,PAY-3699A289E4,8135282b97c86808,Check,23/12/2015,Citibank,ce29395b5345,Checking,Pending,No,No,No,Attorney,CLM-803294,ACH,No,Lawyer,38,No
TXN-000494,FinancialTransaction,TXN-000494,Premium Payment,,803294,6610.32,PAY-3699A289E4,8135282b97c86808,Credit Card,10/10/2015,Citibank,53ea434d55f6,Savings,Pending,No,No,No,Insurance Carrier,,ACH,No,Lawyer,28,No
TXN-000495,FinancialTransaction,TXN-000495,Claim Payment,CLM-414913,414913,51810.0,PAY-7FDB47E0A1,171d69f7cb8655ae,Wire Transfer,,Wells Fargo,578975cd89a9,Savings,Cleared,No,No,No,Medical Provider,CLM-414913,Check,No,Unknown,51,No
TXN-000496,FinancialTransaction,TXN-000496,Premium Payment,,414913,4813.82,PAY-7FDB47E0A1,171d69f7cb8655ae,ACH,15/12/2015,BOA,2bde87418413,Checking,Cleared,No,No,No,Insurance Carrier,,Zelle,Yes,Customer,28,No
TXN-000497,FinancialTransaction,TXN-000497,Premium Payment,,414519,4534.84,PAY-7F0AD078AC,9b2488e09c906b89,Credit Card,14/1/2015,BOA,d662c8443066,Checking,Cleared,No,No,No,Insurance Carrier,,Unknown,No,Lawyer,37,No
TXN-000498,FinancialTransaction,TXN-000498,Premium Payment,,818413,3724.4,PAY-2C24E88A0A,db987d8b4945de48,Credit Card,14/3/2015,Chase,7ff205eaedcb,Checking,Cleared,No,No,No,Insurance Carrier,,Unknown,No,Customer,51,No
TXN-000499,FinancialTransaction,TXN-000499,Claim Payment,CLM-487356,487356,77660.0,PAY-F82419E771,1ff1572bd64984ad,Direct Deposit,23/2/2015,Wells Fargo,949db2a45765,Savings,Cleared,No,Yes,No,Attorney,CLM-487356,Zelle,No,Hospital,22,No
TXN-000500,FinancialTransaction,TXN-000500,Premium Payment,,487356,7369.12,PAY-F82419E771,1ff1572bd64984ad,ACH,5/11/2015,BOA,f3d306335c30,Checking,Cleared,No,No,No,Insurance Carrier,,Venmo,No,Customer,35,No
TXN-000501,FinancialTransaction,TXN-000501,Premium Payment,,159768,497.9,PAY-9DDED7AF98,4bb17d94ab4c05c8,Check,5/11/2015,Chase,88bea7f70c1a,Checking,Cleared,No,No,No,Insurance Carrier,,Zelle,No,Lawyer,45,No
TXN-000502,FinancialTransaction,TXN-000502,Premium Payment,,865839,283.89,PAY-CBD48EEAB7,bca5a3bc2f03d46c,ACH,10/10/2015,Citibank,04627ac158c0,Checking,Cleared,No,No,No,Insurance Carrier,,Zelle,No,RepairShop,16,No
TXN-000503,FinancialTransaction,TXN-000503,Claim Payment,CLM-406567,406567,53440.0,PAY-4DD608196B,bfce755d46ffc17c,Credit Card,26/10/2015,BOA,fe8a5107ca05,Checking,Cleared,No,No,No,Medical Provider,CLM-406567,Venmo,No,RepairShop,12,No
TXN-000504,FinancialTransaction,TXN-000504,Premium Payment,,406567,4992.36,PAY-4DD608196B,bfce755d46ffc17c,Check,14/7/2015,Chase,5bde227fe635,Checking,Cleared,No,No,No,Insurance Carrier,,ACH,No,Hospital,43,No
TXN-000505,FinancialTransaction,TXN-000505,Premium Payment,,623032,6008.17,PAY-60AFD7EAE2,d498664ebf5226ca,ACH,18/9/2015,Wells Fargo,614e67842f25,Savings,Pending,No,No,No,Insurance Carrier,,Wire,No,Lawyer,43,No
